Statement,0.007885159725030328
Diagram,0.0005391562205148942
Statement,0.07696455047850115
Diagram,0.006806847284000539
Statement,0.003976277126297344
Diagram,0.015770319450060657
Statement,0.0033697263782180888
Diagram,0.0033697263782180888
Statement,0.032551556813586735
OptionC,0.0028305701577031944
Diagram,0.0067394527564361775
Statement,0.0005391562205148942
Diagram,0.006200296535921283
Statement,0.0028305701577031944
Diagram,0.003908882598732983
Statement,0.0011457069685941502
Diagram,0.003908882598732983
Statement,0.0033697263782180888
Diagram,0.003908882598732983
Statement,0.0011457069685941502
Diagram,0.00950262838657501
Statement,0.0033697263782180888
Diagram,0.0028305701577031944
OptionA,0.0011457069685941502
Diagram,0.003908882598732983
Statement,0.0022240194096239383
Diagram,0.016916026418654806
Statement,0.0011457069685941502
Diagram,0.020757514489823426
Statement,0.0011457069685941502
Diagram,0.00950262838657501
Statement,0.0027631756301388327
Diagram,0.0016848631891090444
Statement,0.004448038819247877
Diagram,0.00950262838657501
Statement,0.008424315945545222
Diagram,0.0022914139371883004
OptionB,0.0055937457878420275
Diagram,0.0011457069685941502
Statement,0.009030866693624478
Diagram,0.007885159725030328
Statement,0.0022914139371883004
Diagram,0.004448038819247877
Statement,0.0028305701577031944
Diagram,0.0005391562205148942
Statement,0.004448038819247877
Diagram,0.007278608976951072
Statement,0.03362986925461652
Diagram,0.0022240194096239383
Statement,0.0033697263782180888
OptionC,0.008963472166060115
Diagram,0.0022914139371883004
Statement,0.0033697263782180888
Diagram,0.0028305701577031944
Statement,0.004987195039762771
Diagram,0.016848631891090444
Statement,0.0033697263782180888
Diagram,0.016848631891090444
Statement,0.0005391562205148942
Diagram,0.0016848631891090444
Statement,0.0005391562205148942
Diagram,0.0011457069685941502
Statement,0.0016848631891090444
Diagram,0.003908882598732983
Statement,0.0055937457878420275
Diagram,0.0016848631891090444
Statement,0.004515433346812239
Diagram,0.009637417441703733
Statement,0.005054589567327133
Diagram,0.0022240194096239383
Statement,0.004448038819247877
Diagram,0.005661140315406389
Statement,0.0022240194096239383
Diagram,0.0016848631891090444
Statement,0.0016848631891090444
Diagram,0.049871950397627714
Statement,0.0033697263782180888
Diagram,0.0016848631891090444
Statement,0.0027631756301388327
Diagram,0.0011457069685941502
Statement,0.0005391562205148942
Diagram,0.0016848631891090444
Statement,0.005661140315406389
Diagram,0.003908882598732983
OptionA,0.005054589567327133
Diagram,0.011187491575684055
Statement,0.013950667205822886
Diagram,0.01179404232376331
Statement,0.007278608976951072
Diagram,0.009570022914139371
Statement,0.0016848631891090444
Diagram,0.01179404232376331
Statement,0.0005391562205148942
Diagram,0.014018061733387249
Statement,0.003908882598732983
Diagram,0.006132902008356921
Statement,0.0005391562205148942
Diagram,0.0016848631891090444
Statement,0.0033697263782180888
Diagram,0.022914139371883004
OptionA,0.0128723547647931
OptionB,0.005526351260277665
OptionD,0.0011457069685941502
OptionC,0.016242081143011188
Diagram,0.07009030866693625
Statement,0.0028305701577031944
Diagram,0.0016848631891090444
Diagram,0.016848631891090444
Statement,0.0005391562205148942
Diagram,0.0005391562205148942
Statement,0.0011457069685941502
Diagram,0.0010783124410297883
Statement,0.0016848631891090444
Diagram,0.0033697263782180888
Statement,0.0011457069685941502
Diagram,0.007278608976951072
OptionB,0.012333198544278204
OptionA,0.0011457069685941502
OptionB,0.0016848631891090444
Diagram,0.029114435907804288
Statement,0.0011457069685941502
Diagram,0.010109179134654266
Statement,0.0016848631891090444
Diagram,0.0016848631891090444
Diagram,0.01900525677315002
Statement,0.003908882598732983
Diagram,0.023722873702655346
Statement,0.0005391562205148942
Diagram,0.006200296535921283
Statement,0.0033697263782180888
Diagram,0.004515433346812239
OptionA,0.003908882598732983
Statement,0.0033697263782180888
Diagram,0.0326189513411511
Statement,0.012400593071842566
